id	name	formula
PLIPA2G180pp	Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)	h2o_p + pg180_p --> 1agpg180_p + h_p + ocdca_p
LPLIPAL1A161pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)	1hdec9eg3p_p + h2o_p --> glyc3p_p + h_p + hdcea_p
LPLIPAL1A160pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)	1hdecg3p_p + h2o_p --> glyc3p_p + h_p + hdca_p
PSCLYSt2pp	Psicoselysine transport via proton symport (periplasm)	h_p + psclys_p --> h_c + psclys_c
LYSt2pp	L-lysine transport in via proton symport (periplasm)	h_p + lys__L_p --> h_c + lys__L_c
GLYt2pp	Glycine transport in via proton symport (periplasm)	gly_p + h_p --> gly_c + h_c
ALAt2pp	L-alanine transport in via proton symport (periplasm)	ala__L_p + h_p --> ala__L_c + h_c
BALAt2pp	Beta-alanine transport in via proton symport (periplasm)	ala_B_p + h_p --> ala_B_c + h_c
DALAt2pp	D-alanine transport in via proton symport (periplasm)	ala__D_p + h_p --> ala__D_c + h_c
FE2tpp	Iron (+2) transport in via permease (no H+)	fe2_p --> fe2_c
MN2tpp	Manganese transport in via permease (no H+)	mn2_p --> mn2_c
MG2tpp	Magnesium (+2) transport in via diffusion	mg2_p --> mg2_c
NI2t3pp	Nickle (Ni+2) transport out via proton antiport (periplasm)	h_p + ni2_c --> h_c + ni2_p
PPAtex	Propionate transport via diffusion	ppa_e <=> ppa_p
GALCTNLt2pp	L-galactonate transport via proton symport (periplasm)	galctn__L_p + h_p --> galctn__L_c + h_c
GALCTLO	L-galactonate oxidoreductase	galctn__L_c + nad_c --> h_c + nadh_c + tagur_c
THYMt3pp	Thymine transport out via proton antiport (periplasm)	h_p + thym_c --> h_c + thym_p
PSCLYStex	Psicoselysine transporter via diffusion (extracellular)	psclys_e <=> psclys_p
THYMtex	Thymine transport via diffusion (extracellular to periplasm)	thym_e <=> thym_p
CU2tpp	Copper transport in via permease (no H+)	cu2_p --> cu2_c
FE2t3pp	Iron (Fe+2) transport out via proton antiport (periplasm)	fe2_c + h_p --> fe2_p + h_c
MN2t3pp	Manganese (Mn+2) transport out via proton antiport (periplasm)	h_p + mn2_c --> h_c + mn2_p
MG2t3_2pp	Magnesium (Mg+2) transport in/out via proton antiport (periplasm)	2.0 h_c + mg2_p <=> 2.0 h_p + mg2_c
CD2tpp	Cadmium (+2) transport in via permease (no H+)	cd2_p --> cd2_c
ETHAt2pp	Ethanolamine transport in via proton symport	etha_p + h_p --> etha_c + h_c
FE3abcpp	Iron (III) transport via ABC system (periplasm to cytoplasm)	atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c
THRA	Threonine aldolase	thr__L_c --> acald_c + gly_c
XYLK2	L-xylulokinase	atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c
GLDBRAN2	Glycogen debranching enzyme (bglycogen -> glycogen)	bglycogen_c --> glycogen_c
CLt3_2pp	Chloride transport out via proton antiport (2:1) (periplasm)	2.0 cl_p + h_c --> 2.0 cl_c + h_p
EX_ppal_e	Propanal exchange	ppal_e --> 
POR5	Pyruvate synthase	coa_c + 2.0 flxso_c + pyr_c <=> accoa_c + co2_c + 2.0 flxr_c + h_c
HACD8	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal	3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	odecoa_c <=> od2coa_c
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	tdecoa_c <=> td2coa_c
MTHTHFSs	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)	h2o_c + mdhdhf_c --> mththf_c
SELGTHR	Selenate glutathione reductase	4.0 gthrd_c + 2.0 h_c + slnt_c --> dgslnt_c + gthox_c + 3.0 h2o_c
SELGTHR3	Selenate glutathione reductase III	gslnt_c + nadph_c --> gthrd_c + nadp_c + seln_c
EX_slnt_e	Selenite exchange	slnt_e <=> 
MALCOAMT	Malonyl-CoA methyltransferase	amet_c + malcoa_c --> ahcys_c + malcoame_c
OGMEACPS	3-Oxo-glutaryl-[ACP] methyl ester synthase	h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c
OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase	h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c
OPMEACPS	3-Oxo-pimeloyl-[ACP] methyl ester synthase	gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c
LIPAabctex	Lipid A transport via ABC system (periplasm to extracellular)	atp_c + h2o_c + lipa_p --> adp_c + h_c + lipa_e + pi_c
DGUNC	Diguanylate cyclase	2.0 gtp_c --> cdigmp_c + 2.0 ppi_c
CDGUNPD	3,5-cyclic-nucleotide phosphodiesterase	cdigmp_c + h2o_c --> 5pg35pg_c + h_c
LDGUNPD	Linear diguanylate phosphodiesterase	5pg35pg_c + h2o_c --> 2.0 gmp_c + h_c
MPTAT	Molybdopterin adenylyltransferase	atp_c + h_c + mpt_c --> mptamp_c + ppi_c
MOADSUx	MoaD sulfuration (nadh, assumed)	iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c
CMtpp	Chloramphenicol transport via TolC system	cm_p + h_p --> cm_e + h_c
FUSAtpp	Fusidic acid transport via TolC system	fusa_p + h_p --> fusa_e + h_c
RFAMPtex	Rifampin transport via diffusion (extracellular to periplasm)	rfamp_e <=> rfamp_p
MINCYCtex	Minocycline transport via diffusion (extracellular to periplasm)	mincyc_e <=> mincyc_p
MINCYCtpp	Minocycline transport via TolC system	h_p + mincyc_p --> h_c + mincyc_e
DOXRBCNtex	Doxorubicin transport via diffusion (extracellular to periplasm)	doxrbcn_e <=> doxrbcn_p
DOXRBCNtpp	Doxorubicin transport via TolC system	doxrbcn_p + h_p --> doxrbcn_e + h_c
ETOHtrpp	Ethanol reversible transport via diffusion (periplasm)	etoh_p <=> etoh_c
REPHACCOAI	Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	rephaccoa_c <=> 2oxpaccoa_c
ACPPAT141	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)	h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c
ACPPAT161	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)	h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c
ACPPAT180	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	h_c + ocdcaACP_c + pi_c --> ACP_c + ocdcap_c
APG3PAT160	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)	glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c
APG3PAT161	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)	glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c
APG3PAT180	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)	glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c
ICYSDS	ISC Cysteine desulfuration	cys__L_c + iscs_c --> ala__L_c + iscssh_c
I4FE4SR	ISC [4Fe-4S] Reduction	fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c
S2FE2ST	SUF [2Fe-2S] Transfer	4.0 h_c + sufbcd_2fe2s_c --> 2fe2s_c + sufbcd_c
BMOCOS	Bis-molybdenum cofactor synthase	moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c
BWCOS	Tungsten bispterin cofactor synthase	mptamp_c + wco_c --> amp_c + bwco_c + cu2_c
BWCOGDS1	Tungsten bispterin guanine dinucleotide synthase (single GDP)	bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c
BWCOGDS2	Tungsten bispterin guanine dinucleotide synthase	bwco1gdp_c + gtp_c + h_c --> bwcogdp_c + ppi_c
DHNPTE	Dihydroneopterin epimerase	dhnpt_c <=> dhmpt_c
DHMPTR	Dihydromonapterin reductase	dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c
NOVBCNtpp	Novobiocin transport via TolC system	h_p + novbcn_p --> h_c + novbcn_e
CMtex	Chloramphenicol transport via diffusion (extracellular to periplasm)	cm_e <=> cm_p
LALALGLUtex	L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm)	LalaLglu_e <=> LalaLglu_p
LALADGLUtpp	L-alanyl-D-glutamate transport in via proton symport (periplasm)	LalaDglu_p + h_p --> LalaDglu_c + h_c
I2FE2SS	ISC [2Fe-2S] Synthesis	fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s_c
I2FE2ST	ISC [2Fe-2S] Transfer	4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c
I2FE2SS2	ISC [2Fe-2S] Synthesis II	fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c
I4FE4ST	ISC [4Fe-4S] Transfer	4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c
S4FE4ST	SUF [4Fe-4S] Transfer	4.0 h_c + sufbcd_4fe4s_c --> 4fe4s_c + sufbcd_c
S2FE2SS2	SUF [2Fe-2S] Synthesis II	atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_2fe2s_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s2_c + 2.0 sufse_c
BTS5	Biotin synthase	2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c
5MTRtex	5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)	5mtr_e <=> 5mtr_p
LALADGLUtex	L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm)	LalaDglu_e <=> LalaDglu_p
LALALGLUtpp	L-alanyl-L-glutamate transport in via proton symport (periplasm)	LalaLglu_p + h_p --> LalaLglu_c + h_c
3AMACHYD	3-aminoacrylate hydrolase	3amac_c + h2o_c + h_c --> msa_c + nh4_c
3HPPtex	3-hydroxypropionate transport via diffusion (extracellular to periplasm)	3hpp_e <=> 3hpp_p
EX_LalaDglu_e	L-alanine-D-glutamate exchange	LalaDglu_e --> 
CCGS	7-cyano-7-carbaguanine synthase	atp_c + cdg_c + nh4_c --> adp_c + h2o_c + h_c + pi_c + preq0_c
CDGR	7-cyano-7-deazaguanine reductase	3.0 h_c + 2.0 nadph_c + preq0_c --> 2.0 nadp_c + preq1_c
CBMD	Carbamate deaminase	cbm_c + 2.0 h_c --> co2_c + nh4_c
MSAR	Malonic semialdehyde reductase	h_c + msa_c + nadph_c --> 3hpp_c + nadp_c
EX_LalaLglu_e	L-alanine-L-glutamate exchange	LalaLglu_e --> 
ACPPAT120	Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)	ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c
CPH4S	6-carboxy-5,6,7,8-tetrahydropterin synthase	ahdt_c + h2o_c --> acald_c + cph4_c + h_c + pppi_c
SHCHCS3	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	2sephchc_c --> 2shchc_c + pyr_c
EX_ttrcyc_e	Tetracycline exchange	ttrcyc_e --> 
EX_mincyc_e	Minocycline exchange	mincyc_e --> 
DM_4crsol_c	Sink needed to allow p-Cresol to leave system	4crsol_c --> 
URACPAH	Peroxyureidoacrylate hydrolase	h2o_c + uracp_c --> cbm_c + h_c + poaac_c
POAACR	Peroxyaminoacrylate reductase	nadh_c + poaac_c --> 3amac_c + h2o_c + nad_c
ACPPAT160	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)	h_c + palmACP_c + pi_c --> ACP_c + hdcap_c
ACPPAT181	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)	h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c
APH141	Acylphosphatase (C14:1)	h2o_c + ttdceap_c --> 2.0 h_c + pi_c + ttdcea_c
APH161	Acylphosphatase (C16:1)	h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c
APH180	Acylphosphatase (C18:0)	h2o_c + ocdcap_c --> 2.0 h_c + ocdca_c + pi_c
APH181	Acylphosphatase (C18:1)	h2o_c + ocdceap_c --> 2.0 h_c + ocdcea_c + pi_c
GTHPi	Glutathione peridoxase	2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c
SEPHCHCS	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	akg_c + h_c + ichor_c --> 2sephchc_c + co2_c
DHNCOAS	1,4-dihydroxy-2-napthoyl-CoA synthase	h_c + sbzcoa_c --> 14dhncoa_c + h2o_c
DHNCOAT	1,4-dihydroxy-2-napthoyl-CoA thioesterase	14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c
FESD1s	Iron-sulfur cluster damage (peroxide, spontaneous)	2.0 4fe4s_c + h2o2_c + 2.0 h_c --> 2.0 3fe4s_c + 2.0 fe3_c + 2.0 h2o_c
EX_doxrbcn_e	Doxorubicin exchange	doxrbcn_e --> 
EX_fusa_e	Fusidic acid exchange	fusa_e --> 
EX_cm_e	Chloramphenicol exchange	cm_e --> 
EX_novbcn_e	Novobiocin exchange	novbcn_e --> 
I2FE2SR	ISC [2Fe-2S] regeneration	2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c
TYRL	Tyrosine lyase	amet_c + nadph_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_c
THZPSN3	Thiazole phosphate synthesis	atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_c + ppi_c
APG3PAT120	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0)	ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c
APH120	Acylphosphatase (C12:0)	ddcap_c + h2o_c --> ddca_c + 2.0 h_c + pi_c
MOCDS	Molybdopterin cytidine dinucleotide synthase	ctp_c + h_c + moco_c --> mococdp_c + ppi_c
FUSAtex	Fusidic acid transport via diffusion (extracellular to periplasm)	fusa_e <=> fusa_p
NOVBCNtex	Novobiocin transport via diffusion (extracellular to periplasm)	novbcn_e <=> novbcn_p
EX_rfamp_e	Rifampin exchange	rfamp_e --> 
QUIN2tex	Quinate transport via diffusion (extracellular to periplasm)	quin_e <=> quin_p
EX_quin_e	Quinate exchange	quin_e --> 
FORCT	Formyl-CoA Transferase	forcoa_c + oxa_c <=> for_c + oxalcoa_c
DHPTDCs2	4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)	dhptd_c --> mdhdhf_c
EX_3hpp_e	3-Hydroxypropanoate exchange	3hpp_e --> 
PACCOAE	Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)	h_c + nadph_c + o2_c + phaccoa_c --> h2o_c + nadp_c + rephaccoa_c
OXDHCOAT	3-oxo-5,6-dehydrosuberyl-CoA thiolase	3oxdhscoa_c + coa_c --> 23dhacoa_c + accoa_c
HADPCOADH3	3-hydroxyadipyl-CoA dehydrogenase (NAD+)	3hadpcoa_c + nad_c <=> h_c + nadh_c + oxadpcoa_c
O16A4COLIPAabctex	O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	atp_c + h2o_c + o16a4colipa_p --> adp_c + h_c + o16a4colipa_e + pi_c
COLIPAabctex	Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	atp_c + colipa_p + h2o_c --> adp_c + colipa_e + h_c + pi_c
ENLIPAabctex	Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular)	atp_c + enlipa_p + h2o_c --> adp_c + enlipa_e + h_c + pi_c
DM_mththf_c	Sink needed to allow (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran to leave system	mththf_c --> 
PYROX	Pyrimidine oxygenase	h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c
BMOGDS1	Bis-molybdopterin guanine dinucleotide synthase (single GDP)	bmoco_c + gtp_c + h_c --> bmoco1gdp_c + ppi_c
MPTS	Molybdopterin synthase	cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c
MOCOS	Molybdenum cofactor synthase	2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c
BMOGDS2	Bis-molybdopterin guanine dinucleotide synthase	bmoco1gdp_c + gtp_c + h_c --> bmocogdp_c + ppi_c
FESD2s	Iron-sulfur cluster damage (nitrous oxide, spontaneous)	2.0 4fe4s_c + 2.0 h_c + 2.0 no_c --> 2.0 3fe4s_c + 2.0 fe3_c + h2o_c + n2o_c
S2FE2SR	SUF [2Fe-2S] regeneration	2fe1s_c + atp_c + h2o_c + sufbcd_c + sufsesh_c --> adp_c + 5.0 h_c + pi_c + sufbcd_2fe2s_c + sufse_c
ACACT8r	Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)	3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	hdcoa_c <=> hdd2coa_c
CLIPAabctex	Cold lipid A transport via ABC system (periplasm to extracellular)	atp_c + h2o_c + lipa_cold_p --> adp_c + h_c + lipa_cold_e + pi_c
K2L4Aabctex	KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)	atp_c + h2o_c + kdo2lipid4_p --> adp_c + h_c + kdo2lipid4_e + pi_c
FDH4pp	Formate dehydrogenase (quinone-8) (periplasm)	for_p + 2.0 h_c + q8_c --> co2_p + h_p + q8h2_c
FDH5pp	Formate Dehydrogenase (menaquinone-8) (periplasm)	for_p + 2.0 h_c + mqn8_c --> co2_p + h_p + mql8_c
ACPPAT140	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)	h_c + myrsACP_c + pi_c --> ACP_c + ttdcap_c
APG3PAT140	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)	glyc3p_c + ttdcap_c --> 1tdecg3p_c + h_c + pi_c
APG3PAT141	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)	glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c
APG3PAT181	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)	glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c
APH140	Acylphosphatase (C14:0)	h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c
APH160	Acylphosphatase (C16:0)	h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c
OPMEACPD	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	hpmeACP_c --> epmeACP_c + h2o_c
EPMEACPR	Enoylpimeloyl-[ACP] methyl ester reductase	epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c
AOXSr2	8-amino-7-oxononanoate synthase	ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c
MEOHtrpp	Methanol reversible transport via diffusion (periplasm)	meoh_p <=> meoh_c
SCYSDS	SUF Cysteine desulfuration	cys__L_c + sufse_c --> ala__L_c + sufsesh_c
S2FE2SS	SUF [2Fe-2S] Synthesis	atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s_c + 2.0 sufse_c
S4FE4SR	SUF [4Fe-4S] Reduction	fadh2_c + 2.0 h_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c
SELtex	Selenate transport via diffusion (extracellular to periplasm)	sel_e <=> sel_p
SELR	Selenate reductase	mql8_c + sel_c --> h2o_c + mqn8_c + slnt_c
OGMEACPD	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	hgmeACP_c --> egmeACP_c + h2o_c
EGMEACPR	Enoylglutaryl-[ACP] methyl ester reductase	egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c
OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase	h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c
PMEACPE	Pimeloyl-[ACP] methyl ester esterase	h2o_c + pmeACP_c --> meoh_c + pimACP_c
MEOHtex	Methanol transport via diffusion (extracellular to periplasm)	meoh_e <=> meoh_p
EX_5mtr_e	5-Methylthio-D-ribose exchange	5mtr_e --> 
MECDPDH5	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c
RNTR1c2	Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c
RNTR2c2	Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c
RNTR3c2	Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c
RNTR4c2	Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c
FLDR2	Flavodoxin reductase (NADPH)	2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c
CDGS	7-deaza-7-carboxyguanine synthase	cph4_c + h_c --> cdg_c + nh4_c
5MTRtpp	5-Methylthio-D-ribose transport via proton symport (periplasm)	5mtr_c + h_c --> 5mtr_p + h_p
TTRCYCtex	Tetracycline transport via diffusion (extracellular to periplasm)	ttrcyc_e <=> ttrcyc_p
TTRCYCtpp	Tetracycline transport via TolC system	h_p + ttrcyc_p --> h_c + ttrcyc_e
FESR	Iron-sulfur cluster repair	3fe4s_c + fe2_c --> 4fe4s_c
OXCOAHDH	Oxepin-CoA hydrolase/ 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (NADP+)	2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c
DHACOAH	2,3-dehydroadipyl-CoA hydratase	23dhacoa_c + h2o_c <=> 3hadpcoa_c
THFAT	Tetrahydrofolate aminomethyltransferase	h2o_c + methf_c --> 5fthf_c + h_c
FOMETRi	Aminomethyltransferase	5fthf_c + h_c --> h2o_c + methf_c
SLNTtex	Selenite transport via diffusion (extracellular to periplasm)	slnt_e <=> slnt_p
SELGTHR2	Selenate glutathione reductase II	dgslnt_c + h_c + nadph_c --> gslnt_c + gthrd_c + nadp_c
GDPTPDP	Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	gdptp_c + h2o_c --> gtp_c + ppi_c
COLIPAKpp	Lipid A core kinase (periplasm)	colipa_p + udcpdp_p --> colipap_p + udcpp_p
3HPPtpp	3-hydroxypropionate transport via proton symport (periplasm)	3hpp_c + h_c --> 3hpp_p + h_p
MPTSS	Molybdopterin synthase sulfurylase	atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c
CPMPS	Cyclic pyranopterin monophosphate synthase	gtp_c + h2o_c --> cpmp_c + ppi_c
LIPOCT	Lipoyl(octanoyl) transferase	h_c + ocACP_c --> ACP_c + octapb_c
LIPOS	Lipoate synthase	4fe4s_c + 2.0 amet_c + h_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met__L_c + nadh_c
OCTNLL	Octanoate non-lipoylated apo domain ligase	atp_c + h_c + octa_c --> amp_c + octapb_c + ppi_c
LIPATPT	Lipoate-ATP adenylate transferase	atp_c + lipoate_c --> lipoamp_c + ppi_c
LIPAMPL	Lipoyl-adenylate protein ligase	lipoamp_c --> amp_c + lipopb_c
ALDD19xr	Aldehyde dehydrogenase (phenylacetaldehyde, NAD)	h2o_c + nad_c + pacald_c <=> 2.0 h_c + nadh_c + pac_c
MMM	Methylmalonyl-CoA mutase	succoa_c --> mmcoa__S_c
MOGDS	Molybdopterin guanine dinucleotide synthase	gtp_c + h_c + moco_c --> mocogdp_c + ppi_c
WCOS	Tungsten pterin cofactor synthase	2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c
RFAMPtpp	Rifampin transport via TolC system	h_p + rfamp_p --> h_c + rfamp_e
VPAMTr	Valine-pyruvate aminotransferase	3mob_c + ala__L_c <=> pyr_c + val__L_c
ACOLIPAabctex	Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	acolipa_p + atp_c + h2o_c --> acolipa_e + adp_c + h_c + pi_c
ECA4COLIPAabctex	Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c
COLIPAPabctex	Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)	atp_c + colipap_p + h2o_c --> adp_c + colipap_e + h_c + pi_c
CH4tex	Methane Transport(extracellular via diffusion)	ch4_e <=> ch4_p
TARTRDtex	D-tartrate transport via diffusion (extracellular to periplasm)	tartr__D_e <=> tartr__D_p
3OXCOAT	3-oxoadipyl-CoA thiolase	coa_c + oxadpcoa_c --> accoa_c + succoa_c
BTNt2ipp	Biotin transport via proton symport (periplasm)	btn_p + h_p --> btn_c + h_c
BTNtex	Biotin transport via diffusion (extracellular to periplasm)	btn_e <=> btn_p
2DGULRGx	2-Dehydro-L-gulonate reductase to gluconate (NADH)	2dhguln_c + h_c + nadh_c --> glcn_c + nad_c
2DGULRGy	2-Dehydro-L-gulonate reductase to gluconate (NADPH)	2dhguln_c + h_c + nadph_c --> glcn_c + nadp_c
AP4AS	Ap4A synthetase	2.0 atp_c + h_c --> ap4a_c + ppi_c
ARBTptspp	Arbutin transport via PEP:Pyr PTS (periplasm)	arbt_p + pep_c --> arbt6p_c + pyr_c
ARBTtex	Arbutin transport via diffusion (extracellular to periplasm)	arbt_e --> arbt_p
EX_arbt_e	Arbutin exchange	arbt_e --> 
DMSOtpp	Dimethyl sulfoxide transport via diffusion (periplasm)	dmso_p <=> dmso_c
PYDXtex	Pyridoxal transport via diffusion (extracellular)	pydx_e <=> pydx_p
PYDXtpp	Pyridoxal import	pydx_p --> pydx_c
SUCASPtpp	Succinate:aspartate antiporter (periplasm)	asp__L_p + succ_c <=> asp__L_c + succ_p
SUCMALtpp	Succinate:malate antiporter (periplasm)	mal__L_p + succ_c <=> mal__L_c + succ_p
PYDXNtex	Pyridoxine transport via diffusion (extracellular)	pydxn_e <=> pydxn_p
PYDXNtpp	Pyridoxine import	pydxn_p --> pydxn_c
PYDAMtex	Pyridoxamine transport via diffusion (extracellular)	pydam_e <=> pydam_p
PYDAMtpp	Pyridoxamine import	pydam_p --> pydam_c
13PPDH2	1,3-propanediol dehydrogenase	3hppnl_c + h_c + nadph_c <=> 13ppd_c + nadp_c
TARTt2_3pp	D-tartrate transport via proton symport (3 H) (periplasm)	3.0 h_p + tartr__D_p --> 3.0 h_c + tartr__D_c
SUCTARTtpp	Succinate:D-tartrate antiporter (periplasm)	succ_c + tartr__D_p <=> succ_p + tartr__D_c
APCS	Aminopropylcadaverine synthase	15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c
CHTBSptspp	Chitobiose transport via PEP:Pyr PTS (periplasm)	chtbs_p + pep_c --> chtbs6p_c + pyr_c
