Reaction_ID	Reaction_name	Subsystem	Reaction_formula	design_121	design_124	design_25	Jaccard
CA2t3pp	Calcium (Ca+2) transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	h_p + ca2_c  -> h_c + ca2_p 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
MALDtex	D-Malate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	mal__D_e  <=> mal__D_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OROTtex	Orotate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	orot_e  <=> orot_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PPAt4pp	Na+/Propionate symporter (periplasm)	Transport, Inner Membrane	na1_p + ppa_p  -> ppa_c + na1_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OROTt2_2pp	Orotate transport via proton symport (2 H) (periplasm)	Transport, Inner Membrane	2 h_p + orot_p  -> 2 h_c + orot_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	Transport, Inner Membrane	2 h_p + mal__D_p  -> 2 h_c + mal__D_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
5DGLCNtex	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	5dglcn_e  <=> 5dglcn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_5dglcn_e	5-Dehydro-D-gluconate exchange	Extracellular exchange	5dglcn_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DTARTD	D(-)-tartrate dehydratase	Alternate Carbon Metabolism	tartr__D_c  -> h2o_c + oaa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PSCLYSt2pp	Psicoselysine transport via proton symport (periplasm)	Transport, Inner Membrane	h_p + psclys_p  -> h_c + psclys_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
BALAt2pp	Beta-alanine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + ala_B_p  -> h_c + ala_B_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MN2tpp	Manganese transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	mn2_p  -> mn2_c 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
PPAtex	Propionate transport via diffusion	Transport, Outer Membrane Porin	ppa_e  <=> ppa_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GALCTNLt2pp	L-galactonate transport via proton symport (periplasm)	Transport, Inner Membrane	h_p + galctn__L_p  -> h_c + galctn__L_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GALCTLO	L-galactonate oxidoreductase	Alternate Carbon Metabolism	nad_c + galctn__L_c  -> h_c + tagur_c + nadh_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
THYMt3pp	Thymine transport out via proton antiport (periplasm)	Transport, Inner Membrane	h_p + thym_c  -> h_c + thym_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PSCLYStex	Psicoselysine transporter via diffusion (extracellular)	Transport, Outer Membrane Porin	psclys_e  <=> psclys_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
THYMtex	Thymine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	thym_e  <=> thym_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FE3abcpp	Iron (III) transport via ABC system (periplasm to cytoplasm)	Inorganic Ion Transport and Metabolism	atp_c + h2o_c + fe3_p  -> h_c + adp_c + pi_c + fe3_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
XYLK2	L-xylulokinase	Alternate Carbon Metabolism	atp_c + xylu__L_c  -> h_c + adp_c + xu5p__L_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GLDBRAN2	Glycogen debranching enzyme (bglycogen -> glycogen)	Glycolysis/Gluconeogenesis	bglycogen_c  -> glycogen_c 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
CLt3_2pp	Chloride transport out via proton antiport (2:1) (periplasm)	Inorganic Ion Transport and Metabolism	h_c + 2 cl_p  -> h_p + 2 cl_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_ppal_e	Propanal exchange	Extracellular exchange	ppal_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SELGTHR	Selenate glutathione reductase	Inorganic Ion Transport and Metabolism	2 h_c + 4 gthrd_c + slnt_c  -> dgslnt_c + 3 h2o_c + gthox_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SELGTHR3	Selenate glutathione reductase III	Inorganic Ion Transport and Metabolism	gslnt_c + nadph_c  -> gthrd_c + nadp_c + seln_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_slnt_e	Selenite exchange	Extracellular exchange	slnt_e  <=> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MALCOAMT	Malonyl-CoA methyltransferase	Cofactor and Prosthetic Group Biosynthesis	amet_c + malcoa_c  -> malcoame_c + ahcys_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
OGMEACPS	3-Oxo-glutaryl-[ACP] methyl ester synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + malcoame_c + malACP_c  -> ogmeACP_c + coa_c + co2_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	h_c + ogmeACP_c + nadph_c  -> hgmeACP_c + nadp_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
OPMEACPS	3-Oxo-pimeloyl-[ACP] methyl ester synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + gmeACP_c + malACP_c  -> opmeACP_c + co2_c + ACP_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
LIPAabctex	Lipid A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	lipa_p + atp_c + h2o_c  -> h_c + adp_c + pi_c + lipa_e 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MPTAT	Molybdopterin adenylyltransferase	Cofactor and Prosthetic Group Biosynthesis	h_c + mpt_c + atp_c  -> mptamp_c + ppi_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
MOADSUx	MoaD sulfuration (nadh, assumed)	Cofactor and Prosthetic Group Biosynthesis	iscssh_c + moadamp_c + nadh_c  -> nad_c + moadcosh_c + iscs_c + amp_c 	-0.00 / 0.00	-0.00 / 0.00	0.00 / 0.00	1.00
REPHACCOAI	Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	Alternate Carbon Metabolism	rephaccoa_c  <=> 2oxpaccoa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ICYSDS	ISC Cysteine desulfuration	Cofactor and Prosthetic Group Biosynthesis	cys__L_c + iscs_c  -> iscssh_c + ala__L_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
I4FE4SR	ISC [4Fe-4S] Reduction	Cofactor and Prosthetic Group Biosynthesis	2 h_c + fadh2_c + iscu_2fe2s2_c  -> iscu_4fe4s_c + fad_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
S2FE2ST	SUF [2Fe-2S] Transfer	Cofactor and Prosthetic Group Biosynthesis	4 h_c + sufbcd_2fe2s_c  -> sufbcd_c + 2fe2s_c 	-0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
BMOCOS	Bis-molybdenum cofactor synthase	Cofactor and Prosthetic Group Biosynthesis	mptamp_c + moco_c  -> bmoco_c + cu2_c + amp_c 	0.00 / 0.00	-0.00 / 0.00	0.00 / 0.00	1.00
BWCOS	Tungsten bispterin cofactor synthase	Cofactor and Prosthetic Group Biosynthesis	wco_c + mptamp_c  -> bwco_c + cu2_c + amp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
BWCOGDS1	Tungsten bispterin guanine dinucleotide synthase (single GDP)	Cofactor and Prosthetic Group Biosynthesis	h_c + bwco_c + gtp_c  -> ppi_c + bwco1gdp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
BWCOGDS2	Tungsten bispterin guanine dinucleotide synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + bwco1gdp_c + gtp_c  -> bwcogdp_c + ppi_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DHNPTE	Dihydroneopterin epimerase	Cofactor and Prosthetic Group Biosynthesis	dhnpt_c  <=> dhmpt_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DHMPTR	Dihydromonapterin reductase	Cofactor and Prosthetic Group Biosynthesis	h_c + dhmpt_c + nadph_c  -> thmnp_c + nadp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LALALGLUtex	L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	LalaLglu_e  <=> LalaLglu_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LALADGLUtpp	L-alanyl-D-glutamate transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + LalaDglu_p  -> h_c + LalaDglu_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
I2FE2SS	ISC [2Fe-2S] Synthesis	Cofactor and Prosthetic Group Biosynthesis	2 iscssh_c + fadh2_c + 2 fe2_c + iscu_c  -> 6 h_c + iscu_2fe2s_c + 2 iscs_c + fad_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
I2FE2ST	ISC [2Fe-2S] Transfer	Cofactor and Prosthetic Group Biosynthesis	4 h_c + iscu_2fe2s_c  -> 2fe2s_c + iscu_c 	0.00 / 0.00	-0.00 / 0.00	0.00 / 0.00	1.00
I2FE2SS2	ISC [2Fe-2S] Synthesis II	Cofactor and Prosthetic Group Biosynthesis	2 iscssh_c + iscu_2fe2s_c + fadh2_c + 2 fe2_c  -> 6 h_c + iscu_2fe2s2_c + 2 iscs_c + fad_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
I4FE4ST	ISC [4Fe-4S] Transfer	Cofactor and Prosthetic Group Biosynthesis	4 h_c + iscu_4fe4s_c  -> iscu_c + 4fe4s_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
S4FE4ST	SUF [4Fe-4S] Transfer	Cofactor and Prosthetic Group Biosynthesis	4 h_c + sufbcd_4fe4s_c  -> sufbcd_c + 4fe4s_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
S2FE2SS2	SUF [2Fe-2S] Synthesis II	Cofactor and Prosthetic Group Biosynthesis	sufbcd_2fe2s_c + fadh2_c + 2 sufsesh_c + atp_c + 2 fe2_c + h2o_c  -> 7 h_c + adp_c + pi_c + 2 sufse_c + sufbcd_2fe2s2_c + fad_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
BTS5	Biotin synthase	Cofactor and Prosthetic Group Biosynthesis	amet_c + 2fe2s_c + dtbt_c  -> h_c + met__L_c + dad_5_c + 2fe1s_c + btn_c 	0.00 / 0.00	0.00 / 0.00	-0.00 / 0.00	1.00
5MTRtex	5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	5mtr_e  <=> 5mtr_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LALADGLUtex	L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	LalaDglu_e  <=> LalaDglu_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LALALGLUtpp	L-alanyl-L-glutamate transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + LalaLglu_p  -> h_c + LalaLglu_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
3AMACHYD	3-aminoacrylate hydrolase	Nucleotide Salvage Pathway	h_c + h2o_c + 3amac_c  -> nh4_c + msa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
3HPPtex	3-hydroxypropionate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	3hpp_e  <=> 3hpp_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_LalaDglu_e	L-alanine-D-glutamate exchange	Extracellular exchange	LalaDglu_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CCGS	7-cyano-7-carbaguanine synthase	Cofactor and Prosthetic Group Biosynthesis	nh4_c + atp_c + cdg_c  -> h_c + preq0_c + adp_c + pi_c + h2o_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CDGR	7-cyano-7-deazaguanine reductase	Cofactor and Prosthetic Group Biosynthesis	3 h_c + preq0_c + 2 nadph_c  -> preq1_c + 2 nadp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CBMD	Carbamate deaminase	Nucleotide Salvage Pathway	2 h_c + cbm_c  -> nh4_c + co2_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MSAR	Malonic semialdehyde reductase	Nucleotide Salvage Pathway	h_c + msa_c + nadph_c  -> nadp_c + 3hpp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_LalaLglu_e	L-alanine-L-glutamate exchange	Extracellular exchange	LalaLglu_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CPH4S	6-carboxy-5,6,7,8-tetrahydropterin synthase	Cofactor and Prosthetic Group Biosynthesis	h2o_c + ahdt_c  -> h_c + pppi_c + cph4_c + acald_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SHCHCS3	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	Cofactor and Prosthetic Group Biosynthesis	2sephchc_c  -> 2shchc_c + pyr_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_ttrcyc_e	Tetracycline exchange	Extracellular exchange	ttrcyc_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_mincyc_e	Minocycline exchange	Extracellular exchange	mincyc_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
URACPAH	Peroxyureidoacrylate hydrolase	Nucleotide Salvage Pathway	uracp_c + h2o_c  -> h_c + cbm_c + poaac_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
POAACR	Peroxyaminoacrylate reductase	Nucleotide Salvage Pathway	poaac_c + nadh_c  -> nad_c + h2o_c + 3amac_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GTHPi	Glutathione peridoxase	Unassigned	2 gthrd_c + h2o2_c  -> 2 h2o_c + gthox_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SEPHCHCS	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + akg_c + ichor_c  -> 2sephchc_c + co2_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DHNCOAS	1,4-dihydroxy-2-napthoyl-CoA synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + sbzcoa_c  -> h2o_c + 14dhncoa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DHNCOAT	1,4-dihydroxy-2-napthoyl-CoA thioesterase	Cofactor and Prosthetic Group Biosynthesis	h2o_c + 14dhncoa_c  -> h_c + dhna_c + coa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FESD1s	Iron-sulfur cluster damage (peroxide, spontaneous)	Cofactor and Prosthetic Group Biosynthesis	2 h_c + h2o2_c + 2 4fe4s_c  -> 2 fe3_c + 2 h2o_c + 2 3fe4s_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_doxrbcn_e	Doxorubicin exchange	Extracellular exchange	doxrbcn_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_fusa_e	Fusidic acid exchange	Extracellular exchange	fusa_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_cm_e	Chloramphenicol exchange	Extracellular exchange	cm_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_novbcn_e	Novobiocin exchange	Extracellular exchange	novbcn_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
I2FE2SR	ISC [2Fe-2S] regeneration	Cofactor and Prosthetic Group Biosynthesis	iscssh_c + 2fe1s_c + iscu_c  -> 4 h_c + iscu_2fe2s_c + iscs_c 	-0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
THZPSN3	Thiazole phosphate synthesis	Cofactor and Prosthetic Group Biosynthesis	h_c + iscssh_c + atp_c + dxyl5p_c + dhgly_c + nadph_c  -> ppi_c + nadp_c + 2 h2o_c + 4mpetz_c + iscs_c + amp_c + co2_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MOCDS	Molybdopterin cytidine dinucleotide synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + ctp_c + moco_c  -> ppi_c + mococdp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_rfamp_e	Rifampin exchange	Extracellular exchange	rfamp_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
QUIN2tex	Quinate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	quin_e  <=> quin_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_quin_e	Quinate exchange	Extracellular exchange	quin_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FORCT	Formyl-CoA Transferase	Alternate Carbon Metabolism	oxa_c + forcoa_c  <=> oxalcoa_c + for_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_3hpp_e	3-Hydroxypropanoate exchange	Extracellular exchange	3hpp_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PACCOAE	Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)	Alternate Carbon Metabolism	h_c + phaccoa_c + o2_c + nadph_c  -> nadp_c + h2o_c + rephaccoa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OXDHCOAT	3-oxo-5,6-dehydrosuberyl-CoA thiolase	Alternate Carbon Metabolism	3oxdhscoa_c + coa_c  -> accoa_c + 23dhacoa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
HADPCOADH3	3-hydroxyadipyl-CoA dehydrogenase (NAD+)	Alternate Carbon Metabolism	nad_c + 3hadpcoa_c  <=> h_c + oxadpcoa_c + nadh_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
O16A4COLIPAabctex	O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	atp_c + h2o_c + o16a4colipa_p  -> h_c + o16a4colipa_e + adp_c + pi_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
COLIPAabctex	Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	atp_c + colipa_p + h2o_c  -> h_c + adp_c + pi_c + colipa_e 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ENLIPAabctex	Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	atp_c + enlipa_p + h2o_c  -> h_c + adp_c + pi_c + enlipa_e 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PYROX	Pyrimidine oxygenase	Nucleotide Salvage Pathway	h_c + o2_c + ura_c + nadh_c  -> uracp_c + nad_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
BMOGDS1	Bis-molybdopterin guanine dinucleotide synthase (single GDP)	Cofactor and Prosthetic Group Biosynthesis	h_c + bmoco_c + gtp_c  -> bmoco1gdp_c + ppi_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MPTS	Molybdopterin synthase	Cofactor and Prosthetic Group Biosynthesis	cpmp_c + cu2_c + 2 moadcosh_c  -> 5 h_c + mpt_c + 2 moadcoo_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MOCOS	Molybdenum cofactor synthase	Cofactor and Prosthetic Group Biosynthesis	2 h_c + mptamp_c + mobd_c  -> h2o_c + cu2_c + moco_c + amp_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
BMOGDS2	Bis-molybdopterin guanine dinucleotide synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + bmoco1gdp_c + gtp_c  -> bmocogdp_c + ppi_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FESD2s	Iron-sulfur cluster damage (nitrous oxide, spontaneous)	Cofactor and Prosthetic Group Biosynthesis	2 h_c + 2 no_c + 2 4fe4s_c  -> n2o_c + 2 fe3_c + h2o_c + 2 3fe4s_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
S2FE2SR	SUF [2Fe-2S] regeneration	Cofactor and Prosthetic Group Biosynthesis	sufsesh_c + atp_c + h2o_c + 2fe1s_c + sufbcd_c  -> 5 h_c + sufbcd_2fe2s_c + adp_c + pi_c + sufse_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CLIPAabctex	Cold lipid A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	lipa_cold_p + atp_c + h2o_c  -> h_c + adp_c + pi_c + lipa_cold_e 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
K2L4Aabctex	KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	atp_c + kdo2lipid4_p + h2o_c  -> h_c + adp_c + pi_c + kdo2lipid4_e 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FDH4pp	Formate dehydrogenase (quinone-8) (periplasm)	Oxidative Phosphorylation	2 h_c + q8_c + for_p  -> h_p + q8h2_c + co2_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OPMEACPD	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	Cofactor and Prosthetic Group Biosynthesis	hpmeACP_c  -> epmeACP_c + h2o_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
EPMEACPR	Enoylpimeloyl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	h_c + epmeACP_c + nadph_c  -> pmeACP_c + nadp_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
AOXSr2	8-amino-7-oxononanoate synthase	Cofactor and Prosthetic Group Biosynthesis	pimACP_c + ala__L_c  -> 8aonn_c + co2_c + ACP_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
MEOHtrpp	Methanol reversible transport via diffusion (periplasm)	Transport, Inner Membrane	meoh_p  <=> meoh_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
SCYSDS	SUF Cysteine desulfuration	Cofactor and Prosthetic Group Biosynthesis	cys__L_c + sufse_c  -> sufsesh_c + ala__L_c 	0.00 / 0.00	0.00 / 0.00	-0.00 / 0.00	1.00
S2FE2SS	SUF [2Fe-2S] Synthesis	Cofactor and Prosthetic Group Biosynthesis	fadh2_c + 2 sufsesh_c + atp_c + 2 fe2_c + h2o_c + sufbcd_c  -> 7 h_c + sufbcd_2fe2s_c + adp_c + pi_c + 2 sufse_c + fad_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
S4FE4SR	SUF [4Fe-4S] Reduction	Cofactor and Prosthetic Group Biosynthesis	2 h_c + fadh2_c + sufbcd_2fe2s2_c  -> sufbcd_4fe4s_c + fad_c 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
SELtex	Selenate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	sel_e  <=> sel_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SELR	Selenate reductase	Inorganic Ion Transport and Metabolism	mql8_c + sel_c  -> slnt_c + h2o_c + mqn8_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OGMEACPD	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	Cofactor and Prosthetic Group Biosynthesis	hgmeACP_c  -> egmeACP_c + h2o_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EGMEACPR	Enoylglutaryl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	h_c + egmeACP_c + nadph_c  -> gmeACP_c + nadp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	h_c + opmeACP_c + nadph_c  -> hpmeACP_c + nadp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PMEACPE	Pimeloyl-[ACP] methyl ester esterase	Cofactor and Prosthetic Group Biosynthesis	pmeACP_c + h2o_c  -> pimACP_c + meoh_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MEOHtex	Methanol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	meoh_e  <=> meoh_p 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
EX_5mtr_e	5-Methylthio-D-ribose exchange	Extracellular exchange	5mtr_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MECDPDH5	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	Cofactor and Prosthetic Group Biosynthesis	h_c + 2 flxr_c + 2mecdp_c  -> h2o_c + 2 flxso_c + h2mb4p_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CDGS	7-deaza-7-carboxyguanine synthase	Cofactor and Prosthetic Group Biosynthesis	h_c + cph4_c  -> nh4_c + cdg_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
5MTRtpp	5-Methylthio-D-ribose transport via proton symport (periplasm)	Transport, Inner Membrane	h_c + 5mtr_c  -> 5mtr_p + h_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FESR	Iron-sulfur cluster repair	Cofactor and Prosthetic Group Biosynthesis	fe2_c + 3fe4s_c  -> 4fe4s_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OXCOAHDH	Oxepin-CoA hydrolase/ 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (NADP+)	Alternate Carbon Metabolism	nadp_c + 2 h2o_c + 2oxpaccoa_c  -> 2 h_c + 3oxdhscoa_c + nadph_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DHACOAH	2,3-dehydroadipyl-CoA hydratase	Alternate Carbon Metabolism	h2o_c + 23dhacoa_c  <=> 3hadpcoa_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
